IC_NGC_key,Type,Coordinates,Constellation,Axis,PosAng,V-Mag,SurfBr,Hubble,M,Common names
NGC 2190,GCl,06:01:01.79 -74:43:31.5,Mensa,2.20 2.20,,12.94,,,,
NGC 2191,G,06:08:23.87 -52:30:44.3,Carina,1.77 0.86,122,12.3,23.16,S0,,
NGC 2192,OCl,06:15:17.43 +39:51:18.8,Auriga,5.4,,10.9,,,,
NGC 2193,GCl,06:06:17.52 -65:05:55.6,Dorado,1.70 1.70,,13.42,,,,
NGC 2194,OCl,06:13:45.91 +12:48:24.0,Orion,8.7,,8.5,,,,
NGC 2195,**,06:14:33.81 +17:38:21.8,Orion, ,,,,,,
NGC 2196,G,06:12:09.65 -21:48:21.4,Lepus,2.77 2.16,45,11.19,22.78,Sa,,
NGC 2197,GCl,06:06:07.31 -67:05:50.0,Dorado,1.80 1.60,80,13.45,,,,
NGC 2198,Other,06:13:54.91 +00:59:40.8,Orion, ,,,,,,
NGC 2199,G,06:04:44.95 -73:23:59.4,Mensa,2.21 0.88,38,,23.77,Sa,,
NGC 2200,G,06:13:17.58 -43:39:47.4,Puppis,1.21 0.94,168,,23.74,SBc,,
NGC 2201,G,06:13:31.61 -43:42:17.0,Puppis,1.03 0.72,111,,22.86,SABb,,
NGC 2202,OCl,06:16:50.75 +05:59:46.2,Orion,4.8,,,,,,
NGC 2203,GCl,06:04:42.55 -75:26:18.3,Mensa,3.20 3.20,,11.29,,,,
NGC 2204,OCl,06:15:32.22 -18:39:57.1,Canis Major,6.3,,8.6,,,,
NGC 2205,G,06:10:32.73 -62:32:18.3,Pictor,1.30 0.99,77,,23.05,E-S0,,
NGC 2206,G,06:15:59.84 -26:45:55.7,Canis Major,2.45 1.07,136,12.23,22.96,Sbc,,
NGC 2207,G,06:16:22.03 -21:22:21.6,Canis Major,4.86 2.71,116,11.06,23.84,SABc,,
NGC 2208,G,06:22:34.68 +51:54:34.1,Auriga,1.73 1.00,107,12.61,23.91,S0,,
NGC 2209,GCl,06:08:35.91 -73:50:18.3,Mensa,2.90 2.90,,13.15,,,,
NGC 2210,GCl,06:11:31.36 -69:07:17.0,Dorado,3.30 3.30,,10.94,,,,
NGC 2211,G,06:18:30.36 -18:32:14.2,Canis Major,1.39 0.73,24,,23.12,S0,,
NGC 2212,G,06:18:35.76 -18:31:10.1,Canis Major,1.28 0.69,147,,23.8,S0-a,,
NGC 2213,OCl,06:10:41.94 -71:31:42.4,Mensa,2.10 2.10,,12.38,,,,
NGC 2214,OCl,06:12:56.93 -68:15:38.6,Dorado,3.10 3.10,,10.93,,,,
NGC 2215,OCl,06:20:49.25 -07:17:01.6,Monoceros,8.4,,8.45,,,,
NGC 2216,G,06:21:30.74 -22:05:14.8,Canis Major,1.43 1.11,20,,23,SABa,,
NGC 2217,G,06:21:39.78 -27:14:01.5,Canis Major,4.63 4.12,113,10.57,23.69,S0-a,,
NGC 2218,Other,06:24:41.49 +19:20:28.7,Gemini, ,,,,,,
NGC 2219,OCl,06:23:44.32 -04:40:38.2,Monoceros,4.2,,,,,,
NGC 2220,Other,06:21:10.76 -44:45:35.2,Puppis,4.2,,,,,,
NGC 2221,G,06:20:15.72 -57:34:42.3,Pictor,2.41 0.51,179,,23.83,Sa,,
NGC 2222,G,06:20:17.06 -57:32:04.1,Pictor,1.35 0.38,148,,23.07,SBa,,
NGC 2223,G,06:24:35.91 -22:50:17.7,Canis Major,2.82 2.25,9,11.87,23.36,Sbc,,
NGC 2224,Other,06:27:28.59 +12:35:36.2,Gemini, ,,,,,,
NGC 2225,OCl,06:26:34.49 -09:37:50.7,Monoceros,3.6,,,,,,
NGC 2226,OCl,06:26:37.58 -09:38:34.0,Monoceros, ,,,,,,
NGC 2227,G,06:25:57.98 -22:00:17.4,Canis Major,2.27 1.21,21,12.15,22.86,Sc,,
NGC 2228,G,06:21:15.54 -64:27:31.8,Dorado,0.99 0.84,42,,23.32,S0,,
NGC 2229,G,06:21:23.68 -64:57:24.0,Dorado,1.24 0.52,132,,23.59,S0-a,,
NGC 2230,G,06:21:27.56 -64:59:34.0,Dorado,1.32 0.65,93,,23.53,E,,
NGC 2231,GCl,06:20:42.97 -67:31:06.6,Dorado,2.10 2.10,,13.2,,,,
NGC 2232,OCl,06:28:01.13 -04:50:50.8,Monoceros,9.9,,3.9,,,,
NGC 2233,G,06:21:40.06 -65:02:00.1,Dorado,0.98 0.37,43,,23.68,E,,
NGC 2234,OCl,06:29:21.68 +16:43:22.3,Gemini,4.2,,,,,,
NGC 2235,G,06:22:21.91 -64:56:03.9,Dorado,1.41 1.15,57,,23.61,E,,
NGC 2236,OCl,06:29:39.70 +06:49:50.5,Monoceros,5.4,,8.5,,,,
NGC 2237,Neb,06:30:54.61 +05:02:57.0,Monoceros,80.00 50.00,,,,,,Rosette A
NGC 2238,HII,06:30:40.37 +05:00:47.0,Monoceros,80.00 60.00,,,,,,Rosette Nebula
NGC 2239,Cl+N,06:31:55.56 +04:56:34.6,Monoceros,9.3,,4.8,,,,
NGC 2240,OCl,06:33:10.55 +35:15:00.7,Auriga,3.6,,,,,,
NGC 2241,OCl,06:22:51.36 -68:55:31.4,Dorado,1.60 1.60,,13.25,,,,
NGC 2242,PN,06:34:07.24 +44:46:37.3,Auriga,0.45,,15,,,,
NGC 2243,OCl,06:29:34.48 -31:16:52.8,Canis Major,5.1,,9.4,,,,
NGC 2244,Dup,06:31:55.56 +04:56:34.6,Monoceros, ,,,,,,
NGC 2245,RfN,06:32:41.25 +10:09:23.9,Monoceros,2.00 2.00,,,,,,
NGC 2246,Neb,06:32:33.80 +05:07:41.8,Monoceros,10.00 10.00,90,,,,,Rosette B
NGC 2247,RfN,06:33:05.20 +10:19:20.1,Monoceros,2.00 2.00,,,,,,
NGC 2248,Other,06:34:35.75 +26:18:16.0,Gemini, ,,,,,,
NGC 2249,GCl,06:25:49.57 -68:55:11.2,Dorado,2.30 2.30,,12.23,,,,
NGC 2250,OCl,06:33:49.88 -05:05:04.0,Monoceros,5.1,,8.9,,,,
NGC 2251,OCl,06:34:38.48 +08:21:59.0,Monoceros,5.7,,7.3,,,,
NGC 2252,OCl,06:34:42.97 +05:21:58.5,Monoceros,6.6,,7.7,,,,
NGC 2253,G,06:43:41.84 +65:12:22.6,Camelopardalis,1.43 1.05,130,,22.38,Sc,,
NGC 2254,OCl,06:35:49.66 +07:40:23.8,Monoceros,4.2,,9.1,,,,
NGC 2255,G,06:33:58.63 -34:48:45.3,Columba,1.47 0.78,159,,23.2,Sc,,
NGC 2256,G,06:47:13.97 +74:14:11.5,Camelopardalis,2.17 1.97,65,,24.38,E-S0,,
NGC 2257,GCl,06:30:13.86 -64:19:32.2,Dorado,4.00 4.00,,12.62,,,,
NGC 2258,G,06:47:45.80 +74:28:54.0,Camelopardalis,3.02 1.91,150,11.87,24.13,S0,,
NGC 2259,OCl,06:38:21.44 +10:53:01.0,Monoceros,6,,10.8,,,,
NGC 2260,OCl,06:38:03.07 -01:28:22.2,Monoceros, ,,,,,,
NGC 2261,RfN,06:39:09.51 +08:44:39.6,Monoceros,2.00 1.00,,11.85,,,,Hubble's Nebula
NGC 2262,OCl,06:39:38.08 +01:08:37.1,Monoceros,3.9,,,,,,
NGC 2263,G,06:38:28.84 -24:50:55.3,Canis Major,2.86 1.77,144,,23.58,SBab,,
NGC 2264,Cl+N,06:40:58.25 +09:53:43.7,Monoceros,11.4,,3.9,,,,Christmas Tree Cluster
NGC 2265,OCl,06:41:41.64 +11:54:16.7,Gemini,4.5,,,,,,
NGC 2266,OCl,06:43:19.21 +26:58:10.4,Gemini,4.2,,9.5,,,,
NGC 2267,G,06:40:51.70 -32:28:56.2,Canis Major,1.71 1.44,110,,23.16,S0,,
NGC 2268,G,07:14:17.44 +84:22:56.2,Camelopardalis,2.14 0.93,73,11.56,22.02,Sbc,,
NGC 2269,OCl,06:43:17.08 +04:37:27.5,Monoceros,4.8,,10,,,,
NGC 2270,OCl,06:43:57.76 +03:28:42.6,Monoceros,5.4,,,,,,
NGC 2271,G,06:42:52.99 -23:28:33.6,Canis Major,1.77 1.29,78,,23.18,E-S0,,
NGC 2272,G,06:42:41.30 -27:27:34.2,Canis Major,2.19 1.54,118,11.94,23.31,E-S0,,
NGC 2273,G,06:50:08.66 +60:50:44.9,Lynx,2.29 1.39,63,12.42,22.93,Sa,,
NGC 2273A,G,06:40:07.09 +60:04:50.4,Lynx,2.00 1.19,119,,23.25,SABc,,
NGC 2273B,G,06:46:31.58 +60:20:25.4,Lynx,1.48 0.61,47,12.82,22.24,Sc,,
NGC 2274,G,06:47:17.37 +33:34:01.9,Gemini,1.78 1.77,170,,23.65,E,,
NGC 2275,G,06:47:17.93 +33:35:57.2,Gemini,2.51 0.78,3,,24.07,Sa,,
NGC 2276,G,07:27:14.36 +85:45:16.4,Cepheus,2.23 1.73,19,11.5,22.26,SABc,,
NGC 2277,Other,06:47:47.03 +33:27:04.6,Gemini, ,,,,,,
NGC 2278,**,06:48:16.42 +33:23:39.5,Gemini, ,,,,,,
NGC 2279,Other,06:48:24.85 +33:24:54.9,Gemini, ,,,,,,
NGC 2280,G,06:44:49.11 -27:38:19.0,Canis Major,6.53 2.84,164,11.12,23.17,Sc,,
NGC 2281,OCl,06:48:17.84 +41:04:43.9,Auriga,10.8,,5.4,,,,
NGC 2282,HII,06:46:51.57 +01:18:57.6,Monoceros,3.00 3.00,,,,,,
NGC 2283,G,06:45:52.69 -18:12:37.2,Canis Major,2.76 2.01,178,,23.62,Sc,,
NGC 2284,Other,06:49:09.56 +33:11:37.7,Gemini, ,,,,,,
NGC 2285,**,06:49:36.02 +33:21:52.8,Gemini, ,,,,,,
NGC 2286,OCl,06:47:40.17 -03:08:51.6,Monoceros,5.4,,7.5,,,,
NGC 2287,OCl,06:45:59.94 -20:45:15.2,Canis Major,12,,4.5,,,41,
NGC 2288,G,06:50:51.96 +33:27:44.8,Gemini,0.17 0.17,105,14.36,20.22,,,
NGC 2289,G,06:50:53.61 +33:28:43.2,Gemini,1.21 0.81,110,13.18,23.39,S0,,
NGC 2290,G,06:50:56.92 +33:26:15.3,Gemini,0.81 0.52,57,13.03,22.07,Sa,,
NGC 2291,G,06:50:58.64 +33:31:30.3,Gemini,0.93 0.89,165,13.21,22.84,S0,,
NGC 2292,G,06:47:39.65 -26:44:46.5,Canis Major,4.34 3.78,154,,23.76,S0,,
NGC 2293,G,06:47:42.91 -26:45:15.7,Canis Major,4.41 3.44,130,11.04,24.17,S0-a,,
NGC 2294,G,06:51:11.30 +33:31:37.6,Gemini,0.91 0.33,5,13.84,23.49,E,,
NGC 2295,G,06:47:23.42 -26:44:10.5,Canis Major,2.31 0.64,49,,23.44,Sab,,
NGC 2296,G,06:48:39.11 -16:54:05.8,Canis Major,1.20 0.96,20,,22.77,E,,
NGC 2297,G,06:44:24.59 -63:43:02.4,Pictor,1.48 0.90,4,12.71,22.62,Sbc,,
NGC 2298,GCl,06:48:59.20 -36:00:19.1,Puppis,4.8,,8.89,,,,
NGC 2299,OCl,06:51:53.68 -07:04:57.8,Monoceros,4.8,,8.9,,,,
NGC 2300,G,07:32:19.97 +85:42:34.2,Cepheus,3.05 2.34,74,11.16,23.33,E-S0,,
NGC 2301,OCl,06:51:45.30 +00:27:33.1,Monoceros,10.2,,6,,,,Great Bird Cluster
NGC 2302,Dup,06:51:53.68 -07:04:57.8,Monoceros, ,,,,,,
NGC 2303,G,06:56:17.50 +45:29:33.9,Auriga,1.53 1.36,71,,23.73,E,,
NGC 2304,OCl,06:55:11.61 +17:59:34.0,Gemini,4.8,,10,,,,
NGC 2305,G,06:48:37.37 -64:16:23.5,Volans,1.94 1.04,137,11.7,23.02,E,,
NGC 2306,OCl,06:54:29.56 -07:12:14.9,Monoceros,6.6,,,,,,
NGC 2307,G,06:48:50.79 -64:20:07.9,Volans,1.85 1.72,145,12.08,22.98,SBb,,
NGC 2308,G,06:58:37.59 +45:12:38.0,Lynx,1.47 0.98,171,,23.68,Sab,,
NGC 2309,OCl,06:56:03.61 -07:10:27.5,Monoceros,5.4,,10.5,,,,
NGC 2310,G,06:53:53.96 -40:51:45.4,Puppis,4.52 0.95,46,11.81,23.85,S0,,
NGC 2311,OCl,06:57:47.55 -04:36:40.8,Monoceros,6,,9.6,,,,
NGC 2312,OCl,06:58:46.74 +10:17:40.1,Monoceros,3,,,,,,
NGC 2313,*,06:58:02.80 -07:56:42.1,Monoceros, ,,,,,,
NGC 2314,G,07:10:32.55 +75:19:36.0,Camelopardalis,1.32 1.03,17,12.13,22.58,E,,
NGC 2315,G,07:02:33.06 +50:35:26.1,Lynx,1.57 0.30,116,,23.78,S0-a,,
NGC 2316,Neb,06:59:40.85 -07:46:39.9,Monoceros,4.00 3.00,,,,,,
NGC 2317,Neb,06:59:41.59 -07:46:28.2,Monoceros, ,,,,,,
NGC 2318,OCl,06:59:27.02 -13:41:54.2,Canis Major,4.5,,,,,,
NGC 2319,OCl,07:00:32.21 +03:02:31.9,Monoceros,6,,11.85,,,,
NGC 2320,G,07:05:42.03 +50:34:51.8,Lynx,1.48 0.83,138,11.94,22.61,E,,
NGC 2321,G,07:05:59.00 +50:45:21.7,Lynx,1.28 1.04,128,,23.99,Sa,,
NGC 2322,G,07:06:00.30 +50:30:37.1,Lynx,1.11 0.41,134,,23.07,SBa,,
NGC 2323,OCl,07:02:40.47 -08:21:50.5,Monoceros,14.1,,5.9,,,50,
NGC 2324,OCl,07:04:07.96 +01:02:40.6,Monoceros,8.7,,8.4,,,,
NGC 2325,G,07:02:40.40 -28:41:50.0,Canis Major,3.97 2.31,4,11.18,24.13,E,,
NGC 2326,G,07:08:11.02 +50:40:55.0,Lynx,2.05 1.69,105,,24.08,Sb,,
NGC 2326A,G,07:08:34.21 +50:37:53.0,Lynx,0.81 0.64,6,,23.53,Sm,,
NGC 2327,RfN,07:04:07.22 -11:18:50.8,Canis Major,1.00 1.00,,,,,,
NGC 2328,G,07:02:36.20 -42:04:06.8,Puppis,1.59 1.44,120,12.55,22.94,E-S0,,
NGC 2329,G,07:09:08.01 +48:36:55.5,Lynx,1.41 1.17,175,12.51,23.04,E-S0,,
NGC 2330,G,07:09:28.40 +50:09:09.1,Lynx,0.65 0.52,55,13.05,23.67,E,,
NGC 2331,OCl,07:06:59.83 +27:15:41.7,Gemini,4.8,,8.5,,,,
NGC 2332,G,07:09:34.16 +50:10:56.2,Lynx,1.72 1.17,65,,23.8,S0,,
NGC 2333,G,07:08:21.34 +35:10:12.1,Gemini,1.00 0.70,38,,22.61,Sa,,
NGC 2334,G,07:11:33.65 +50:14:53.7,Lynx,1.20 0.87,70,,23.69,S0,,
NGC 2335,OCl,07:06:49.45 -10:01:43.1,Monoceros,8.7,,7.2,,,,
NGC 2336,G,07:27:04.05 +80:10:41.1,Camelopardalis,5.01 2.81,175,10.68,22.98,Sbc,,
NGC 2337,G,07:10:13.58 +44:27:26.3,Lynx,2.18 1.61,114,12.53,23.33,IB,,
NGC 2338,OCl,07:07:47.37 -05:43:11.0,Monoceros,3.3,,,,,,
NGC 2339,G,07:08:20.54 +18:46:48.9,Gemini,2.42 1.53,180,11.76,22.77,Sbc,,
NGC 2340,G,07:11:10.83 +50:10:29.1,Lynx,3.16 1.64,71,11.73,24.06,E,,
NGC 2341,G,07:09:12.04 +20:36:10.5,Gemini,0.82 0.79,60,13.21,22.17,Sc,,
NGC 2342,G,07:09:18.08 +20:38:09.5,Gemini,1.17 0.84,66,12.64,22.16,Sc,,
NGC 2343,OCl,07:08:06.80 -10:37:00.5,Monoceros,7.5,,6.7,,,,
NGC 2344,G,07:12:28.66 +47:10:00.1,Lynx,2.07 1.87,145,12.08,23.12,SABb,,
NGC 2345,OCl,07:08:18.79 -13:11:37.5,Canis Major,6.9,,7.7,,,,
NGC 2346,PN,07:09:23.01 -00:48:32.9,Monoceros,0.87,,11.6,,,,
NGC 2347,G,07:16:03.69 +64:42:32.1,Camelopardalis,1.64 1.19,5,12.55,22.9,Sb,,
NGC 2348,OCl,07:03:02.52 -67:23:38.2,Volans,5.7,,,,,,
NGC 2349,OCl,07:10:48.15 -08:35:35.7,Monoceros,5.1,,,,,,
NGC 2350,G,07:13:12.19 +12:15:57.9,Canis Minor,1.38 0.70,110,,23.29,S0-a,,
NGC 2351,OCl,07:13:32.03 -10:29:29.1,Monoceros,3,,,,,,
NGC 2352,OCl,07:13:05.44 -24:02:45.9,Canis Major,4.8,,,,,,
NGC 2353,OCl,07:14:30.31 -10:15:57.1,Monoceros,6.6,,7.1,,,,
NGC 2354,OCl,07:14:05.27 -25:41:20.1,Canis Major,4.8,,6.5,,,,
NGC 2355,OCl,07:16:59.26 +13:44:59.5,Gemini,6,,9.7,,,,
NGC 2356,Dup,07:16:59.26 +13:44:59.5,Gemini, ,,,,,,
NGC 2357,G,07:17:40.99 +23:21:24.3,Gemini,3.22 0.48,120,,24.15,Sc,,
NGC 2358,OCl,07:16:56.33 -17:07:01.5,Canis Major,9.6,,,,,,
NGC 2359,HII,07:18:30.98 -13:13:37.9,Canis Major,10.00 5.00,,,,,,
NGC 2360,OCl,07:17:43.12 -15:38:28.7,Canis Major,9,,7.2,,,,Caroline's Cluster
NGC 2361,Neb,07:18:23.80 -13:12:34.4,Canis Major, ,,,,,,
NGC 2362,OCl,07:18:41.47 -24:57:15.1,Canis Major,7.2,,4.1,,,,
NGC 2363,G,07:28:29.59 +69:11:34.3,Camelopardalis,1.13 0.64,17,,24.18,I,,
NGC 2364,OCl,07:20:46.47 -07:32:59.0,Monoceros, ,,,,,,
NGC 2365,G,07:22:22.55 +22:04:59.8,Gemini,2.75 1.47,170,12.19,24.15,Sa,,
NGC 2366,G,07:28:54.66 +69:12:56.8,Camelopardalis,4.37 1.44,31,11.17,22.52,IB,,
NGC 2367,OCl,07:20:04.54 -21:53:02.7,Canis Major,5.4,,7.9,,,,
NGC 2368,OCl,07:21:06.30 -10:22:18.4,Monoceros,4.5,,11.8,,,,
NGC 2369,G,07:16:37.73 -62:20:37.4,Carina,3.03 0.68,175,12.26,23.68,Sa,,
NGC 2369A,G,07:18:43.54 -62:56:10.6,Carina,2.01 1.21,37,,23.48,SABb,,
NGC 2369B,G,07:20:29.63 -62:03:14.3,Carina,1.48 1.24,3,14.35,24.56,SBbc,,
NGC 2370,G,07:25:01.66 +23:46:59.6,Gemini,1.20 0.70,44,,22.99,SABb,,
NGC 2371,PN,07:25:34.66 +29:29:26.3,Gemini,2.20 0.96,125,11.2,,,,
NGC 2372,Dup,07:25:34.66 +29:29:26.3,Gemini, ,,,,,,
NGC 2373,G,07:26:36.95 +33:49:25.3,Gemini,0.59 0.42,176,,21.89,Sb,,
NGC 2374,OCl,07:23:56.07 -13:15:48.1,Canis Major,9,,8,,,,
NGC 2375,G,07:27:09.48 +33:49:54.5,Gemini,1.00 0.80,65,,23.45,Sb,,
NGC 2376,G,07:26:35.91 +23:04:22.6,Gemini,0.65 0.57,31,,22.54,Scd,,
NGC 2377,G,07:24:56.82 -09:39:33.5,Monoceros,1.60 1.11,3,14.56,22.96,Sc,,
NGC 2378,**,07:27:24.20 +33:49:53.7,Gemini, ,,,,,,
NGC 2379,G,07:27:26.26 +33:48:40.5,Gemini,0.98 0.70,121,13.62,23.3,S0,,
NGC 2380,G,07:23:54.75 -27:31:44.6,Canis Major,2.52 2.40,150,11.12,23.06,S0,,
NGC 2381,G,07:19:57.31 -63:04:01.3,Carina,1.53 1.24,107,12.65,23.08,SBa,,
NGC 2382,Dup,07:23:54.75 -27:31:44.6,Canis Major, ,,,,,,
NGC 2383,OCl,07:24:39.90 -20:56:51.5,Canis Major,4.2,,8.4,,,,
NGC 2384,OCl,07:25:09.83 -21:01:11.5,Canis Major,4.8,,7.4,,,,
NGC 2385,G,07:28:28.07 +33:50:16.1,Gemini,0.94 0.68,53,,23.41,Sab,,
NGC 2386,Other,07:28:37.92 +33:46:25.7,Gemini, ,,,,,,
NGC 2387,G,07:28:57.93 +36:52:47.3,Auriga,0.48 0.44,145,16.5,22.79,Sbc,,
NGC 2388,G,07:28:53.44 +33:49:08.7,Gemini,0.87 0.56,66,,22.77,Sb,,
NGC 2389,G,07:29:04.65 +33:51:39.5,Gemini,1.56 0.89,79,12.92,22.63,SABc,,
NGC 2390,*,07:29:04.27 +33:50:12.5,Gemini, ,,,,,,
NGC 2391,*,07:29:07.49 +33:49:33.4,Gemini, ,,,,,,
NGC 2392,PN,07:29:10.76 +20:54:42.6,Gemini,0.86,,9.61,,,,Eskimo Nebula
NGC 2393,G,07:30:04.63 +34:01:40.0,Gemini,1.07 0.67,103,,23.3,Sc,,
NGC 2394,OCl,07:28:36.51 +07:05:11.6,Canis Minor, ,,,,,,
NGC 2395,OCl,07:27:12.85 +13:36:29.5,Gemini,4.62,,8,,,,
NGC 2396,OCl,07:28:02.92 -11:43:10.8,Puppis,6.6,,7.4,,,,
NGC 2397,G,07:21:19.98 -69:00:05.3,Volans,2.51 0.76,116,11.97,22.62,SBb,,
NGC 2397A,G,07:21:07.91 -69:06:55.2,Volans,1.10 0.84,169,,23.51,SBc,,
NGC 2397B,G,07:21:55.57 -68:50:44.9,Volans,1.20 0.57,99,,23.45,IB,,
NGC 2398,G,07:30:16.16 +24:29:16.4,Gemini,1.20 0.74,126,,24.21,E,,
NGC 2399,Other,07:29:50.17 -00:12:51.7,Canis Minor, ,,,,,,
NGC 2400,Other,07:29:54.86 -00:12:53.0,Canis Minor, ,,,,,,
NGC 2401,OCl,07:29:24.40 -13:57:58.4,Puppis,2.7,,12.6,,,,
NGC 2402,GPair,07:30:47.20 +09:39:02.0,Canis Minor,1.5,,,,,,
NGC 2402NED01,G,07:30:46.58 +09:38:48.8,Canis Minor,1.23 0.72,55,,24.09,Sa,,
NGC 2402NED02,G,07:30:47.80 +09:39:13.0,Canis Minor,0.91 0.68,16,,23.94,,,
NGC 2403,G,07:36:51.40 +65:36:09.2,Camelopardalis,19.95 10.07,126,8.43,23.48,SABc,,
NGC 2404,HII,07:37:06.73 +65:36:38.9,Camelopardalis, ,,,,,,
NGC 2405,G,07:32:13.98 +25:54:23.0,Gemini,0.94 0.55,100,,23.46,,,
NGC 2406,G,07:31:47.74 +18:17:16.5,Gemini,0.69 0.61,53,,23.39,E,,
NGC 2407,G,07:31:56.67 +18:19:59.1,Gemini,1.37 0.95,66,,24.38,E-S0,,
NGC 2408,OCl,07:40:31.92 +71:40:05.5,Camelopardalis, ,,,,,,
NGC 2409,OCl,07:31:36.72 -17:11:25.5,Puppis,0.11,,7.3,,,,
NGC 2410,G,07:35:02.26 +32:49:19.6,Gemini,2.17 0.65,33,16.26,23.37,Sb,,
NGC 2411,G,07:34:36.33 +18:16:53.6,Gemini,1.00 0.65,48,,23.2,S0-a,,
NGC 2412,*,07:34:21.48 +08:32:52.0,Canis Minor, ,,,,,,
NGC 2413,OCl,07:33:16.50 -13:05:44.0,Puppis,4.8,,,,,,
NGC 2414,OCl,07:33:12.80 -15:27:13.9,Puppis,5.4,,7.9,,,,
NGC 2415,G,07:36:56.69 +35:14:31.1,Lynx,0.83 0.83,5,12.39,20.89,Sm,,
NGC 2416,G,07:35:41.52 +11:36:43.3,Canis Minor,0.87 0.18,95,,21.93,Sc,,
NGC 2417,G,07:30:12.09 -62:15:09.5,Carina,2.48 1.78,83,12.28,23.47,SBbc,,
NGC 2418,G,07:36:37.51 +17:53:02.1,Gemini,1.59 1.53,65,,23.54,E,,
NGC 2419,GCl,07:38:07.95 +38:52:47.9,Lynx,4.5,,10.05,,,,
NGC 2420,OCl,07:38:23.90 +21:34:26.7,Gemini,7.5,,8.3,,,,
NGC 2421,OCl,07:36:11.81 -20:36:44.1,Puppis,5.1,,8.3,,,,
NGC 2422,OCl,07:36:35.02 -14:28:57.4,Puppis,19.8,,4.4,,,47,
NGC 2423,OCl,07:37:06.73 -13:52:17.4,Puppis,11.7,,6.7,,,,
NGC 2424,G,07:40:39.29 +39:13:59.9,Lynx,3.37 0.52,82,12.63,23.77,Sb,,
NGC 2425,OCl,07:38:17.63 -14:52:40.2,Puppis,5.4,,,,,,
NGC 2426,G,07:43:18.46 +52:19:06.6,Lynx,1.10 1.10,30,,23.46,E,,
NGC 2427,G,07:36:28.18 -47:38:08.0,Puppis,5.74 2.46,122,11.48,24.09,SABd,,
NGC 2428,OCl,07:39:21.77 -16:31:44.5,Puppis,4.5,,,,,,
NGC 2429,GPair,07:43:49.70 +52:21:11.0,Lynx,2.3,,,,,,
NGC 2429A,G,07:43:47.58 +52:21:26.7,Lynx,1.68 0.31,147,,24.23,S0-a,,
NGC 2429B,G,07:43:51.83 +52:20:54.5,Lynx,0.41 0.22,55,,,Sbc,,
NGC 2430,OCl,07:39:41.05 -16:17:45.8,Puppis,4.2,,,,,,
NGC 2431,G,07:45:13.39 +53:04:30.4,Lynx,0.86 0.78,115,,22.86,SBa,,
NGC 2432,OCl,07:40:53.87 -19:04:08.7,Puppis,5.4,,10.2,,,,
NGC 2433,Other,07:42:43.63 +09:15:33.3,Canis Minor, ,,,,,,
NGC 2434,G,07:34:51.16 -69:17:02.9,Volans,2.69 2.20,140,11.34,23.35,E,,
NGC 2435,G,07:44:13.58 +31:39:04.0,Gemini,2.17 0.42,36,,23.39,SABa,,
NGC 2436,Dup,07:45:13.39 +53:04:30.4,Lynx, ,,,,,,
NGC 2437,OCl,07:41:46.82 -14:48:36.0,Puppis,21,,6.1,,,46,
NGC 2438,PN,07:41:50.39 -14:44:08.8,Puppis,1.07,,10.8,,,,
NGC 2439,OCl,07:40:45.41 -31:41:32.7,Puppis,8.7,,6.9,,,,
NGC 2440,PN,07:41:55.36 -18:12:30.5,Puppis,0.27,,9.4,,,,
NGC 2441,G,07:51:54.74 +73:00:56.5,Camelopardalis,1.98 1.81,155,12.19,23.16,SABb,,
NGC 2442,G,07:36:23.84 -69:31:51.0,Volans,4.68 3.09,23,10.63,23.21,Sbc,,
NGC 2443,Dup,07:36:23.84 -69:31:51.0,Volans, ,,,,,,
NGC 2444,G,07:46:53.04 +39:01:54.7,Lynx,1.07 0.66,35,13.22,23.09,S0,,
NGC 2445,G,07:46:55.10 +39:00:54.6,Lynx,1.86 1.12,167,13.24,23.49,Sm,,
NGC 2446,G,07:48:39.24 +54:36:42.9,Lynx,1.75 0.91,128,,23.29,Sb,,
NGC 2447,OCl,07:44:29.23 -23:51:11.1,Puppis,15,,6.2,,,93,
NGC 2448,OCl,07:44:33.19 -24:40:23.4,Puppis,6,,,,,,
NGC 2449,G,07:47:20.28 +26:55:48.6,Gemini,1.44 0.57,135,,23.05,SBab,,
NGC 2450,G,07:47:32.28 +27:01:08.9,Gemini,0.97 0.30,156,,23.07,Sb,,
NGC 2451,OCl,07:45:15.01 -37:58:02.8,Puppis,37.5,,9.5,,,,
NGC 2452,PN,07:47:26.37 -27:20:02.4,Puppis,0.32,,12,,,,
NGC 2453,OCl,07:47:34.13 -27:11:41.3,Puppis,3,,8.3,,,,
NGC 2454,G,07:50:35.02 +16:22:06.9,Gemini,1.18 0.51,101,,23.49,S0-a,,
NGC 2455,OCl,07:48:58.60 -21:17:52.6,Puppis,4.5,,10.2,,,,
NGC 2456,G,07:54:10.66 +55:29:43.1,Lynx,1.15 0.79,30,,23.41,E,,
NGC 2457,G,07:54:45.73 +55:32:47.6,Lynx,0.50 0.26,131,,23.05,,,
NGC 2458,G,07:55:51.37 +56:42:38.2,Lynx,0.46 0.33,145,,,E-S0,,
NGC 2459,OCl,07:52:01.77 +09:33:26.7,Canis Minor,2.7,,,,,,
NGC 2460,G,07:56:52.29 +60:20:57.8,Camelopardalis,1.83 1.37,43,11.71,22.5,Sab,,
NGC 2461,*,07:56:26.26 +56:40:23.9,Lynx, ,,,,,,
